Data Source,Indicator,TA,Series Name,Series Code,Country Name,Country Code,2015,2016,2017,2018,2019
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,South Asia,SAS,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,South Asia (IDA & IBRD),TSA,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,South Sudan,SSD,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Spain,ESP,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Sri Lanka,LKA,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,St. Kitts and Nevis,KNA,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,St. Lucia,LCA,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,St. Martin (French part),MAF,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,St. Vincent and the Grenadines,VCT,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Sub-Saharan Africa,SSF,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Sub-Saharan Africa (excluding high income),SSA,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Sudan,SDN,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Suriname,SUR,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Sweden,SWE,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Switzerland,CHE,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Syrian Arab Republic,SYR,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Tajikistan,TJK,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Tanzania,TZA,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Thailand,THA,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Timor-Leste,TLS,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Togo,TGO,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Tonga,TON,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Trinidad and Tobago,TTO,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Tunisia,TUN,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Turkey,TUR,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Turkmenistan,TKM,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Turks and Caicos Islands,TCA,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Tuvalu,TUV,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Uganda,UGA,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Ukraine,UKR,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,United Arab Emirates,ARE,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,United Kingdom,GBR,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,United States,USA,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Upper middle income,UMC,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Uruguay,URY,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Uzbekistan,UZB,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Vanuatu,VUT,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,"Venezuela, RB",VEN,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Vietnam,VNM,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Virgin Islands (U.S.),VIR,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,West Bank and Gaza,PSE,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,World,WLD,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,"Yemen, Rep.",YEM,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Zambia,ZMB,,,,,
World Bank,Awareness,HIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,Zimbabwe,ZWE,55.9,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Afghanistan,AFG,0.02,0.02,0.02,0.02,0.02
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Albania,ALB,0.01,0.01,0.01,0.01,0.01
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Algeria,DZA,0.01,0.01,0.01,0.01,0.01
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,American Samoa,ASM,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Andorra,AND,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Angola,AGO,0.55,0.54,0.53,0.52,0.51
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Antigua and Barbuda,ATG,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Arab World,ARB,0.014321103,0.014313465,0.014108011,0.014098913,0.017311174
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Argentina,ARG,0.05,0.04,0.04,0.04,0.04
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Armenia,ARM,0.02,0.02,0.02,0.02,0.02
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Aruba,ABW,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Australia,AUS,0.01,0.01,0.01,0.01,0.01
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Austria,AUT,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Azerbaijan,AZE,0.03,0.03,0.03,0.03,0.02
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,"Bahamas, The",BHS,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Bahrain,BHR,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Bangladesh,BGD,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Barbados,BRB,0.07,0.06,0.06,0.06,0.06
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Belarus,BLR,0.07,0.06,0.06,0.05,0.05
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Belgium,BEL,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Belize,BLZ,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Benin,BEN,0.21,0.2,0.19,0.18,0.17
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Bermuda,BMU,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Bhutan,BTN,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Bolivia,BOL,0.03,0.03,0.03,0.03,0.02
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Bosnia and Herzegovina,BIH,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Botswana,BWA,3.32,3.13,2.95,2.84,2.66
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Brazil,BRA,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,British Virgin Islands,VGB,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Brunei Darussalam,BRN,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Bulgaria,BGR,0.01,0.01,0.01,0.01,0.01
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Burkina Faso,BFA,0.09,0.09,0.08,0.07,0.06
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Burundi,BDI,0.12,0.11,0.09,0.07,0.06
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Cabo Verde,CPV,0.1,0.1,0.09,0.09,0.09
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Cambodia,KHM,0.03,0.03,0.03,0.02,0.02
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Cameroon,CMR,0.68,0.62,0.54,0.47,0.42
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Canada,CAN,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Caribbean small states,CSS,0.160954119,0.151094575,0.150351556,0.142280676,0.142616125
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Cayman Islands,CYM,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Central African Republic,CAF,0.94,0.87,0.79,0.74,0.68
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Central Europe and the Baltics,CEB,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Chad,TCD,0.18,0.16,0.15,0.15,0.14
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Channel Islands,CHI,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Chile,CHL,0.1,0.1,0.1,0.1,0.1
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,China,CHN,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Colombia,COL,0.08,0.07,0.07,0.07,0.07
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Comoros,COM,0.01,0.01,0.01,0.01,0.01
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,"Congo, Dem. Rep.",COD,0.14,0.13,0.12,0.1,0.09
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,"Congo, Rep.",COG,0.81,0.8,0.81,0.8,0.8
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Costa Rica,CRI,0.06,0.06,0.05,0.05,0.06
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Cote d'Ivoire,CIV,0.84,0.77,0.68,0.59,0.5
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Croatia,HRV,0.01,0.01,0.01,0.01,0.01
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Cuba,CUB,0.08,0.07,0.07,0.06,0.06
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Curacao,CUW,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Cyprus,CYP,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Czech Republic,CZE,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Denmark,DNK,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Djibouti,DJI,0.09,0.08,0.07,0.06,0.05
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Dominica,DMA,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Dominican Republic,DOM,0.11,0.11,0.11,0.1,0.1
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Early-demographic dividend,EAR,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,East Asia & Pacific,EAS,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,East Asia & Pacific (excluding high income),EAP,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,East Asia & Pacific (IDA & IBRD countries),TEA,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Ecuador,ECU,0.05,0.05,0.05,0.05,0.04
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,"Egypt, Arab Rep.",EGY,0.01,0.01,0.01,0.01,0.02
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,El Salvador,SLV,0.05,0.05,0.04,0.04,0.04
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Equatorial Guinea,GNQ,2.25,2.3,2.26,2.15,2.16
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Eritrea,ERI,0.05,0.05,0.05,0.04,0.04
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Estonia,EST,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Eswatini,SWZ,6.12,4.62,3.23,2.43,2.03
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Ethiopia,ETH,0.1,0.1,0.09,0.08,0.07
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Euro area,EMU,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Europe & Central Asia,ECS,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Europe & Central Asia (excluding high income),ECA,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Europe & Central Asia (IDA & IBRD countries),TEC,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,European Union,EUU,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Faroe Islands,FRO,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Fiji,FJI,0.04,0.04,0.05,0.05,0.05
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Finland,FIN,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Fragile and conflict affected situations,FCS,0.292125016,0.277346868,0.257894398,0.240952458,0.231932023
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,France,FRA,0.04,0.04,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,French Polynesia,PYF,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Gabon,GAB,0.48,0.43,0.38,0.35,0.33
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,"Gambia, The",GMB,0.97,0.97,0.94,0.93,0.91
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Georgia,GEO,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Germany,DEU,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Ghana,GHA,0.41,0.4,0.39,0.39,0.38
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Gibraltar,GIB,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Greece,GRC,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Greenland,GRL,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Grenada,GRD,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Guam,GUM,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Guatemala,GTM,0.03,0.03,0.02,0.02,0.02
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Guinea,GIN,0.32,0.3,0.29,0.26,0.24
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Guinea-Bissau,GNB,0.83,0.78,0.71,0.67,0.61
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Guyana,GUY,0.24,0.23,0.22,0.2,0.2
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Haiti,HTI,0.35,0.33,0.29,0.26,0.25
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Heavily indebted poor countries (HIPC),HPC,0.502409014,0.476515635,0.444280132,0.409878982,0.377813104
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,High income,HIC,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Honduras,HND,0.04,0.04,0.04,0.04,0.04
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,"Hong Kong SAR, China",HKG,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,Hungary,HUN,,,,,
